t 1 2 3 4 jK0100 jL0203 jL1
4.148e-05 5896.17 -14146.9 4252.98 10000 20.8786 20.8786 214.367
4.149e-05 5693.54 -14471.4 4106.81 10000 19.6842 19.6842 220.161
4.15e-05 5484.34 -14776.7 3955.92 10000 18.4791 18.4791 225.75
4.151e-05 5268.8 -15062.7 3800.44 10000 17.2647 17.2647 231.127
4.152e-05 5047.1 -15329.1 3640.53 10000 16.0427 16.0427 236.285
4.153e-05 4819.48 -15576 3476.35 10000 14.8146 14.8146 241.218
4.154e-05 4586.15 -15803.1 3308.04 10000 13.5819 13.5819 245.921
4.155e-05 4347.35 -16010.6 3135.79 10000 12.3462 12.3462 250.388
4.156e-05 4103.31 -16198.2 2959.76 10000 11.1089 11.1089 254.613
4.157e-05 3854.27 -16366.1 2780.13 10000 9.87168 9.87168 258.592
4.158e-05 3600.49 -16514.1 2597.08 10000 8.63595 8.63595 262.319
4.159e-05 3342.22 -16642.4 2410.78 10000 7.40323 7.40323 265.791
4.16e-05 3079.72 -16751.1 2221.44 10000 6.17498 6.17498 269.002
4.161e-05 2813.26 -16840.1 2029.24 10000 4.95268 4.95268 271.948
4.162e-05 2543.11 -16909.6 1834.37 10000 3.73776 3.73776 274.626
4.163e-05 2269.54 -16959.8 1637.04 10000 2.53164 2.53164 277.033
4.164e-05 1992.83 -16990.7 1437.45 10000 1.33572 1.33572 279.164
4.165e-05 1713.28 -17002.6 1235.81 10000 0.151376 0.151376 281.017
4.166e-05 1431.16 -16995.6 1032.32 10000 -1.02004 -1.02004 282.589
4.167e-05 1146.78 -16970.1 827.184 10000 -2.17721 -2.17721 283.878
4.168e-05 860.416 -16926.1 620.628 10000 -3.31883 -3.31883 284.882
4.169e-05 572.376 -16864 412.862 10000 -4.44364 -4.44364 285.598
4.17e-05 282.96 -16784 204.102 10000 -5.55041 -5.55041 286.026
4.171e-05 -7.53038 -16686.5 -5.43175 10000 -6.63794 -6.63794 286.163
4.172e-05 -298.79 -16571.8 -215.521 10000 -7.70506 -7.70506 286.01
4.173e-05 -590.513 -16440.1 -425.944 10000 -8.75064 -8.75064 285.566
4.174e-05 -882.391 -16292 -636.479 10000 -9.77358 -9.77358 284.829
4.175e-05 -1174.12 -16127.6 -846.904 10000 -10.7728 -10.7728 283.801
4.176e-05 -1465.38 -15947.4 -1056.99 10000 -11.7474 -11.7474 282.481
4.177e-05 -1755.87 -15751.9 -1266.53 10000 -12.6962 -12.6962 280.871
4.178e-05 -2045.28 -15541.4 -1475.29 10000 -13.6184 -13.6184 278.97
4.179e-05 -2333.3 -15316.3 -1683.04 10000 -14.5131 -14.5131 276.781
4.18e-05 -2619.63 -15077.2 -1889.57 10000 -15.3795 -15.3795 274.304
4.181e-05 -2903.94 -14824.4 -2094.65 10000 -16.2166 -16.2166 271.542
4.182e-05 -3185.95 -14558.5 -2298.06 10000 -17.0238 -17.0238 268.497
4.183e-05 -3465.35 -14279.9 -2499.59 10000 -17.8003 -17.8003 265.172
4.184e-05 -3741.83 -13989.1 -2699.02 10000 -18.5455 -18.5455 261.568
4.185e-05 -4015.09 -13686.7 -2896.13 10000 -19.2587 -19.2587 257.69
4.186e-05 -4284.84 -13373.1 -3090.7 10000 -19.9394 -19.9394 253.54
4.187e-05 -4550.79 -13048.9 -3282.54 10000 -20.5869 -20.5869 249.122
4.188e-05 -4812.64 -12714.6 -3471.41 10000 -21.201 -21.201 244.44
4.189e-05 -5070.11 -12370.7 -3657.13 10000 -21.781 -21.781 239.499
4.19e-05 -5322.92 -12017.9 -3839.48 10000 -22.3266 -22.3266 234.302
4.191e-05 -5570.79 -11656.5 -4018.27 10000 -22.8375 -22.8375 228.856
4.192e-05 -5813.44 -11287.3 -4193.3 10000 -23.3133 -23.3133 223.163
4.193e-05 -6050.61 -10910.8 -4364.38 10000 -23.7539 -23.7539 217.231
4.194e-05 -6282.04 -10527.5 -4531.31 10000 -24.159 -24.159 211.065
4.195e-05 -6507.47 -10138 -4693.91 10000 -24.5286 -24.5286 204.67
4.196e-05 -6726.64 -9742.87 -4852.01 10000 -24.8624 -24.8624 198.053
4.197e-05 -6939.32 -9342.69 -5005.41 10000 -25.1605 -25.1605 191.22
4.198e-05 -7145.26 -8938.02 -5153.96 10000 -25.4228 -25.4228 184.178
4.199e-05 -7344.24 -8529.45 -5297.48 10000 -25.6494 -25.6494 176.933
4.2e-05 -7536.02 -8117.53 -5435.82 10000 -25.8404 -25.8404 169.493
4.201e-05 -7720.4 -7702.84 -5568.81 10000 -25.996 -25.996 161.865
4.202e-05 -7897.15 -7285.94 -5696.31 10000 -26.1162 -26.1162 154.056
4.203e-05 -8066.09 -6867.4 -5818.16 10000 -26.2015 -26.2015 146.075
4.204e-05 -8227 -6447.77 -5934.23 10000 -26.252 -26.252 137.928
4.205e-05 -8379.72 -6027.61 -6044.39 10000 -26.268 -26.268 129.625
4.206e-05 -8524.06 -5607.47 -6148.5 10000 -26.25 -26.25 121.173
4.207e-05 -8659.85 -5187.88 -6246.45 10000 -26.1983 -26.1983 112.581
4.208e-05 -8786.94 -4769.38 -6338.12 10000 -26.1135 -26.1135 103.857
4.209e-05 -8905.17 -4352.51 -6423.4 10000 -25.9959 -25.9959 95.0113
4.21e-05 -9014.4 -3937.77 -6502.19 10000 -25.8462 -25.8462 86.0515
4.211e-05 -9114.49 -3525.68 -6574.39 10000 -25.6649 -25.6649 76.9871
4.212e-05 -9205.34 -3116.75 -6639.91 10000 -25.4526 -25.4526 67.8271
4.213e-05 -9286.81 -2711.44 -6698.68 10000 -25.21 -25.21 58.5811
4.214e-05 -9358.82 -2310.26 -6750.62 10000 -24.9378 -24.9378 49.2583
4.215e-05 -9421.26 -1913.67 -6795.66 10000 -24.6367 -24.6367 39.8682
4.216e-05 -9474.06 -1522.11 -6833.75 10000 -24.3074 -24.3074 30.4206
4.217e-05 -9517.13 -1136.05 -6864.82 10000 -23.9508 -23.9508 20.925
4.218e-05 -9550.43 -755.9 -6888.83 10000 -23.5677 -23.5677 11.3912
4.219e-05 -9573.89 -382.087 -6905.76 10000 -23.1589 -23.1589 1.82902
4.22e-05 -9587.48 -15.0143 -6915.56 10000 -22.7253 -22.7253 -7.75167
4.221e-05 -9591.16 344.93 -6918.21 10000 -22.2678 -22.2678 -17.341
4.222e-05 -9584.91 697.371 -6913.71 10000 -21.7873 -21.7873 -26.929
4.223e-05 -9568.73 1041.95 -6902.04 10000 -21.2849 -21.2849 -36.5058
4.224e-05 -9542.61 1378.32 -6883.19 10000 -20.7614 -20.7614 -46.0615
4.225e-05 -9506.57 1706.15 -6857.2 10000 -20.218 -20.218 -55.5861
4.226e-05 -9460.62 2025.14 -6824.05 10000 -19.6556 -19.6556 -65.0697
4.227e-05 -9404.8 2334.99 -6783.79 10000 -19.0752 -19.0752 -74.5024
4.228e-05 -9339.16 2635.41 -6736.44 10000 -18.4779 -18.4779 -83.8744
4.229e-05 -9263.74 2926.16 -6682.04 10000 -17.8649 -17.8649 -93.1758
4.23e-05 -9178.61 3206.97 -6620.64 10000 -17.2371 -17.2371 -102.397
4.231e-05 -9083.85 3477.63 -6552.29 10000 -16.5957 -16.5957 -111.528
4.232e-05 -8979.54 3737.93 -6477.05 10000 -15.9418 -15.9418 -120.56
4.233e-05 -8865.78 3987.68 -6394.99 10000 -15.2765 -15.2765 -129.483
4.234e-05 -8742.67 4226.7 -6306.19 10000 -14.6009 -14.6009 -138.287
4.235e-05 -8610.33 4454.83 -6210.73 10000 -13.9162 -13.9162 -146.963
4.236e-05 -8468.89 4671.95 -6108.7 10000 -13.2234 -13.2234 -155.503
4.237e-05 -8318.47 4877.93 -6000.21 10000 -12.5239 -12.5239 -163.897
4.238e-05 -8159.24 5072.67 -5885.35 10000 -11.8185 -11.8185 -172.135
4.239e-05 -7991.33 5256.09 -5764.24 10000 -11.1086 -11.1086 -180.211
4.24e-05 -7814.92 5428.12 -5636.99 10000 -10.3953 -10.3953 -188.114
4.241e-05 -7630.19 5588.72 -5503.74 10000 -9.67957 -9.67957 -195.836
4.242e-05 -7437.31 5737.85 -5364.62 10000 -8.96266 -8.96266 -203.37
4.243e-05 -7236.48 5875.52 -5219.75 10000 -8.24567 -8.24567 -210.707
4.244e-05 -7027.89 6001.72 -5069.3 10000 -7.52969 -7.52969 -217.839
4.245e-05 -6811.77 6116.49 -4913.41 10000 -6.81582 -6.81582 -224.759
4.246e-05 -6588.32 6219.86 -4752.23 10000 -6.10515 -6.10515 -231.459
4.247e-05 -6357.77 6311.89 -4585.93 10000 -5.39874 -5.39874 -237.932
4.248e-05 -6120.36 6392.66 -4414.69 10000 -4.69766 -4.69766 -244.171
4.249e-05 -5876.33 6462.26 -4238.66 10000 -4.00293 -4.00293 -250.17
4.25e-05 -5625.92 6520.81 -4058.04 10000 -3.31559 -3.31559 -255.921
4.251e-05 -5369.4 6568.43 -3873.01 10000 -2.63663 -2.63663 -261.418
4.252e-05 -5107.02 6605.26 -3683.75 10000 -1.96703 -1.96703 -266.657
4.253e-05 -4839.06 6631.46 -3490.47 10000 -1.30775 -1.30775 -271.63
4.254e-05 -4565.79 6647.2 -3293.36 10000 -0.659721 -0.659721 -276.332
4.255e-05 -4287.49 6652.66 -3092.62 10000 -0.0238618 -0.0238618 -280.759
4.256e-05 -4004.45 6648.06 -2888.46 10000 0.598947 0.598947 -284.905
4.257e-05 -3716.97 6633.61 -2681.09 10000 1.20785 1.20785 -288.765
4.258e-05 -3425.33 6609.53 -2470.73 10000 1.80201 1.80201 -292.337
4.259e-05 -3129.85 6576.07 -2257.59 10000 2.38064 2.38064 -295.614
4.26e-05 -2830.82 6533.48 -2041.9 10000 2.94296 2.94296 -298.594
4.261e-05 -2528.57 6482.03 -1823.88 10000 3.48823 3.48823 -301.274
4.262e-05 -2223.4 6422 -1603.76 10000 4.01575 4.01575 -303.65
4.263e-05 -1915.63 6353.67 -1381.77 10000 4.52484 4.52484 -305.72
4.264e-05 -1605.59 6277.36 -1158.13 10000 5.01486 5.01486 -307.48
4.265e-05 -1293.6 6193.36 -933.089 10000 5.48522 5.48522 -308.93
4.266e-05 -979.984 6101.99 -706.874 10000 5.93534 5.93534 -310.067
4.267e-05 -665.07 6003.59 -479.723 10000 6.36468 6.36468 -310.889
4.268e-05 -349.189 5898.49 -251.874 10000 6.77275 6.77275 -311.396
4.269e-05 -32.6727 5787.04 -23.5672 10000 7.15909 7.15909 -311.587
4.27e-05 284.147 5669.58 204.958 10000 7.52329 7.52329 -311.462
4.271e-05 600.937 5546.47 433.463 10000 7.86495 7.86495 -311.019
4.272e-05 917.365 5418.08 661.706 10000 8.18373 8.18373 -310.26
4.273e-05 1233.1 5284.78 889.447 10000 8.47934 8.47934 -309.185
4.274e-05 1547.8 5146.93 1116.45 10000 8.75149 8.75149 -307.794
4.275e-05 1861.14 5004.92 1342.46 10000 8.99998 8.99998 -306.09
4.276e-05 2172.8 4859.12 1567.26 10000 9.2246 9.2246 -304.073
4.277e-05 2482.43 4709.92 1790.61 10000 9.42523 9.42523 -301.745
4.278e-05 2789.72 4557.71 2012.26 10000 9.60174 9.60174 -299.109
4.279e-05 3094.34 4402.86 2231.98 10000 9.75408 9.75408 -296.167
4.28e-05 3395.97 4245.77 2449.55 10000 9.88222 9.88222 -292.922
4.281e-05 3694.28 4086.82 2664.73 10000 9.98617 9.98617 -289.377
4.282e-05 3988.97 3926.41 2877.29 10000 10.066 10.066 -285.535
4.283e-05 4279.72 3764.91 3087.01 10000 10.1218 10.1218 -281.401
4.284e-05 4566.22 3602.7 3293.67 10000 10.1537 10.1537 -276.978
4.285e-05 4848.17 3440.18 3497.04 10000 10.1618 10.1618 -272.271
4.286e-05 5125.27 3277.71 3696.92 10000 10.1464 10.1464 -267.284
4.287e-05 5397.23 3115.68 3893.08 10000 10.1078 10.1078 -262.023
4.288e-05 5663.76 2954.45 4085.33 10000 10.0461 10.0461 -256.492
4.289e-05 5924.57 2794.38 4273.46 10000 9.96183 9.96183 -250.698
4.29e-05 6179.39 2635.85 4457.26 10000 9.85522 9.85522 -244.646
4.291e-05 6427.94 2479.19 4636.55 10000 9.72671 9.72671 -238.342
4.292e-05 6669.97 2324.76 4811.13 10000 9.57671 9.57671 -231.793
4.293e-05 6905.22 2172.91 4980.81 10000 9.40571 9.40571 -225.006
4.294e-05 7133.43 2023.95 5145.42 10000 9.21419 9.21419 -217.986
4.295e-05 7354.36 1878.21 5304.79 10000 9.00268 9.00268 -210.742
4.296e-05 7567.79 1736.02 5458.73 10000 8.77176 8.77176 -203.281
4.297e-05 7773.47 1597.67 5607.09 10000 8.52201 8.52201 -195.611
4.298e-05 7971.2 1463.46 5749.71 10000 8.25405 8.25405 -187.738
4.299e-05 8160.75 1333.68 5886.44 10000 7.96855 7.96855 -179.672
4.3e-05 8341.94 1208.6 6017.13 10000 7.66618 7.66618 -171.421
4.301e-05 8514.56 1088.49 6141.65 10000 7.34764 7.34764 -162.993
4.302e-05 8678.43 973.597 6259.85 10000 7.01367 7.01367 -154.396
4.303e-05 8833.38 864.168 6371.62 10000 6.66503 6.66503 -145.64
4.304e-05 8979.25 760.428 6476.84 10000 6.3025 6.3025 -136.734
4.305e-05 9115.87 662.593 6575.38 10000 5.92687 5.92687 -127.687
4.306e-05 9243.1 570.866 6667.16 10000 5.53897 5.53897 -118.507
4.307e-05 9360.81 485.437 6752.06 10000 5.13965 5.13965 -109.205
4.308e-05 9468.87 406.482 6830 10000 4.72975 4.72975 -99.7903
4.309e-05 9567.16 334.162 6900.9 10000 4.31016 4.31016 -90.2723
4.31e-05 9655.58 268.627 6964.68 10000 3.88177 3.88177 -80.661
4.311e-05 9734.04 210.009 7021.27 10000 3.44548 3.44548 -70.9661
4.312e-05 9802.44 158.428 7070.61 10000 3.0022 3.0022 -61.1979
4.313e-05 9860.73 113.987 7112.66 10000 2.55288 2.55288 -51.3663
4.314e-05 9908.83 76.7765 7147.35 10000 2.09844 2.09844 -41.4815
4.315e-05 9946.7 46.8703 7174.67 10000 1.63983 1.63983 -31.5538
4.316e-05 9974.29 24.3278 7194.57 10000 1.17799 1.17799 -21.5933
4.317e-05 9991.57 9.19265 7207.03 10000 0.7139 0.7139 -11.6104
4.318e-05 9998.53 1.49343 7212.05 10000 0.248503 0.248503 -1.61531
4.319e-05 9995.16 1.24327 7209.62 10000 -0.217233 -0.217233 8.38154
4.32e-05 9981.46 8.43992 7199.74 10000 -0.682348 -0.682348 18.3698
4.321e-05 9957.44 23.0657 7182.42 10000 -1.14588 -1.14588 28.3393
4.322e-05 9923.14 45.0877 7157.68 10000 -1.60687 -1.60687 38.2796
4.323e-05 9878.59 74.4575 7125.54 10000 -2.06436 -2.06436 48.1805
4.324e-05 9823.83 111.112 7086.04 10000 -2.5174 -2.5174 58.0317
4.325e-05 9758.92 154.971 7039.22 10000 -2.96506 -2.96506 67.823
4.326e-05 9683.94 205.943 6985.14 10000 -3.40639 -3.40639 77.5445
4.327e-05 9598.96 263.918 6923.84 10000 -3.84048 -3.84048 87.1859
4.328e-05 9504.08 328.773 6855.4 10000 -4.26641 -4.26641 96.7374
4.329e-05 9399.39 400.371 6779.89 10000 -4.68329 -4.68329 106.189
4.33e-05 9285 478.559 6697.38 10000 -5.09022 -5.09022 115.531
4.331e-05 9161.05 563.171 6607.97 10000 -5.48634 -5.48634 124.754
4.332e-05 9027.65 654.028 6511.75 10000 -5.87079 -5.87079 133.849
4.333e-05 8884.95 750.937 6408.82 10000 -6.24275 -6.24275 142.805
4.334e-05 8733.11 853.69 6299.29 10000 -6.6014 -6.6014 151.614
4.335e-05 8572.28 962.068 6183.29 10000 -6.94594 -6.94594 160.267
4.336e-05 8402.64 1075.84 6060.92 10000 -7.2756 -7.2756 168.754
4.337e-05 8224.37 1194.76 5932.33 10000 -7.58965 -7.58965 177.068
4.338e-05 8037.66 1318.58 5797.65 10000 -7.88735 -7.88735 185.199
4.339e-05 7842.7 1447.02 5657.03 10000 -8.16801 -8.16801 193.139
4.34e-05 7639.7 1579.81 5510.6 10000 -8.43096 -8.43096 200.88
4.341e-05 7428.88 1716.67 5358.54 10000 -8.67556 -8.67556 208.414
4.342e-05 7210.47 1857.28 5201 10000 -8.9012 -8.9012 215.734
4.343e-05 6984.69 2001.35 5038.14 10000 -9.10729 -9.10729 222.832
4.344e-05 6751.79 2148.55 4870.14 10000 -9.29329 -9.29329 229.7
4.345e-05 6512.01 2298.57 4697.19 10000 -9.45867 -9.45867 236.332
4.346e-05 6265.61 2451.06 4519.46 10000 -9.60296 -9.60296 242.721
4.347e-05 6012.85 2605.69 4337.14 10000 -9.7257 -9.7257 248.86
4.348e-05 5754 2762.11 4150.42 10000 -9.82646 -9.82646 254.743
4.349e-05 5489.33 2919.96 3959.51 10000 -9.90489 -9.90489 260.365
4.35e-05 5219.12 3078.88 3764.61 10000 -9.96061 -9.96061 265.719
4.351e-05 4943.66 3238.51 3565.92 10000 -9.99334 -9.99334 270.801
4.352e-05 4663.25 3398.48 3363.66 10000 -10.0028 -10.0028 275.604
4.353e-05 4378.18 3558.41 3158.03 10000 -9.98873 -9.98873 280.125
4.354e-05 4088.74 3717.93 2949.26 10000 -9.95097 -9.95097 284.358
4.355e-05 3795.26 3876.66 2737.56 10000 -9.88935 -9.88935 288.3
4.356e-05 3498.03 4034.2 2523.17 10000 -9.80375 -9.80375 291.947
4.357e-05 3197.38 4190.18 2306.31 10000 -9.69409 -9.69409 295.295
4.358e-05 2893.62 4344.22 2087.2 10000 -9.56034 -9.56034 298.34
4.359e-05 2587.07 4495.92 1866.08 10000 -9.40249 -9.40249 301.08
4.36e-05 2278.05 4644.91 1643.19 10000 -9.22059 -9.22059 303.513
4.361e-05 1966.9 4790.79 1418.75 10000 -9.01472 -9.01472 305.635
4.362e-05 1653.94 4933.19 1193.01 10000 -8.78499 -8.78499 307.446
4.363e-05 1339.5 5071.72 966.2 10000 -8.53157 -8.53157 308.943
4.364e-05 1023.92 5206.01 738.563 10000 -8.25466 -8.25466 310.124
4.365e-05 707.514 5335.68 510.338 10000 -7.9545 -7.9545 310.99
4.366e-05 390.628 5460.37 281.764 10000 -7.63137 -7.63137 311.539
4.367e-05 73.5929 5579.7 53.0834 10000 -7.28559 -7.28559 311.771
4.368e-05 -243.258 5693.33 -175.465 10000 -6.91751 -6.91751 311.686
4.369e-05 -559.593 5800.89 -403.641 10000 -6.52754 -6.52754 311.285
4.37e-05 -875.079 5902.04 -631.205 10000 -6.1161 -6.1161 310.568
4.371e-05 -1189.39 5996.44 -857.918 10000 -5.68368 -5.68368 309.535
4.372e-05 -1502.19 6083.75 -1083.54 10000 -5.23078 -5.23078 308.19
4.373e-05 -1813.15 6163.66 -1307.84 10000 -4.75794 -4.75794 306.532
4.374e-05 -2121.95 6235.85 -1530.59 10000 -4.26575 -4.26575 304.564
4.375e-05 -2428.27 6300.02 -1751.54 10000 -3.75482 -3.75482 302.289
4.376e-05 -2731.79 6355.86 -1970.47 10000 -3.22581 -3.22581 299.709
4.377e-05 -3032.19 6403.1 -2187.15 10000 -2.6794 -2.6794 296.827
4.378e-05 -3329.15 6441.47 -2401.36 10000 -2.1163 -2.1163 293.647
4.379e-05 -3622.38 6470.7 -2612.86 10000 -1.53727 -1.53727 290.171
4.38e-05 -3911.56 6490.54 -2821.45 10000 -0.943092 -0.943092 286.404
4.381e-05 -4196.4 6500.76 -3026.91 10000 -0.334564 -0.334564 282.35
4.382e-05 -4476.6 6501.14 -3229.02 10000 0.28747 0.28747 278.013
4.383e-05 -4751.87 6491.46 -3427.58 10000 0.922146 0.922146 273.399
4.384e-05 -5021.92 6471.53 -3622.37 10000 1.56857 1.56857 268.512
4.385e-05 -5286.49 6441.18 -3813.21 10000 2.22583 2.22583 263.358
4.386e-05 -5545.29 6400.23 -3999.88 10000 2.89298 2.89298 257.942
4.387e-05 -5798.07 6348.53 -4182.21 10000 3.56905 3.56905 252.27
4.388e-05 -6044.56 6285.96 -4360.01 10000 4.25306 4.25306 246.349
4.389e-05 -6284.51 6212.38 -4533.09 10000 4.94402 4.94402 240.185
4.39e-05 -6517.68 6127.7 -4701.27 10000 5.64088 5.64088 233.784
4.391e-05 -6743.82 6031.83 -4864.4 10000 6.34261 6.34261 227.153
4.392e-05 -6962.72 5924.71 -5022.29 10000 7.04815 7.04815 220.299
4.393e-05 -7174.14 5806.27 -5174.79 10000 7.75644 7.75644 213.231
4.394e-05 -7377.89 5676.49 -5321.75 10000 8.46638 8.46638 205.955
4.395e-05 -7573.74 5535.34 -5463.03 10000 9.17687 9.17687 198.479
4.396e-05 -7761.51 5382.83 -5598.47 10000 9.88682 9.88682 190.812
4.397e-05 -7941.01 5218.98 -5727.94 10000 10.5951 10.5951 182.96
4.398e-05 -8112.06 5043.81 -5851.32 10000 11.3006 11.3006 174.934
4.399e-05 -8274.49 4857.39 -5968.49 10000 12.0022 12.0022 166.741
4.4e-05 -8428.15 4659.78 -6079.32 10000 12.6988 12.6988 158.389
4.401e-05 -8572.88 4451.08 -6183.72 10000 13.3892 13.3892 149.889
4.402e-05 -8708.54 4231.38 -6281.57 10000 14.0722 14.0722 141.248
4.403e-05 -8835.01 4000.83 -6372.79 10000 14.7469 14.7469 132.476
4.404e-05 -8952.16 3759.56 -6457.3 10000 15.412 15.412 123.583
4.405e-05 -9059.89 3507.73 -6535 10000 16.0664 16.0664 114.577
4.406e-05 -9158.09 3245.53 -6605.84 10000 16.7089 16.7089 105.468
4.407e-05 -9246.68 2973.15 -6669.74 10000 17.3386 17.3386 96.2652
4.408e-05 -9325.57 2690.81 -6726.64 10000 17.9543 17.9543 86.9791
4.409e-05 -9394.7 2398.74 -6776.51 10000 18.5548 18.5548 77.619
4.41e-05 -9454.02 2097.18 -6819.29 10000 19.1392 19.1392 68.1946
4.411e-05 -9503.46 1786.42 -6854.96 10000 19.7063 19.7063 58.7159
4.412e-05 -9543 1466.73 -6883.48 10000 20.2551 20.2551 49.1926
4.413e-05 -9572.62 1138.41 -6904.84 10000 20.7847 20.7847 39.6348
4.414e-05 -9592.28 801.783 -6919.02 10000 21.2938 21.2938 30.0524
4.415e-05 -9602 457.178 -6926.03 10000 21.7817 21.7817 20.4552
4.416e-05 -9601.78 104.946 -6925.87 10000 22.2473 22.2473 10.8533
4.417e-05 -9591.63 -254.549 -6918.55 10000 22.6896 22.6896 1.25663
4.418e-05 -9571.57 -620.929 -6904.09 10000 23.1078 23.1078 -8.32497
4.419e-05 -9541.66 -993.799 -6882.51 10000 23.501 23.501 -17.8816
4.42e-05 -9501.93 -1372.75 -6853.85 10000 23.8682 23.8682 -27.4034
4.421e-05 -9452.45 -1757.37 -6818.16 10000 24.2087 24.2087 -36.8806
4.422e-05 -9393.29 -2147.21 -6775.49 10000 24.5217 24.5217 -46.3034
4.423e-05 -9324.51 -2541.84 -6725.88 10000 24.8063 24.8063 -55.6623
4.424e-05 -9246.22 -2940.78 -6669.41 10000 25.0619 25.0619 -64.9477
4.425e-05 -9158.52 -3343.58 -6606.14 10000 25.2877 25.2877 -74.1501
4.426e-05 -9061.5 -3749.75 -6536.16 10000 25.4831 25.4831 -83.2601
4.427e-05 -8955.29 -4158.79 -6459.56 10000 25.6474 25.6474 -92.2685
4.428e-05 -8840.03 -4570.21 -6376.41 10000 25.7801 25.7801 -101.166
4.429e-05 -8715.84 -4983.5 -6286.84 10000 25.8805 25.8805 -109.944
4.43e-05 -8582.88 -5398.13 -6190.93 10000 25.9482 25.9482 -118.593
4.431e-05 -8441.3 -5813.58 -6088.81 10000 25.9827 25.9827 -127.106
4.432e-05 -8291.27 -6229.31 -5980.59 10000 25.9836 25.9836 -135.472
4.433e-05 -8132.96 -6644.78 -5866.4 10000 25.9504 25.9504 -143.684
4.434e-05 -7966.56 -7059.44 -5746.37 10000 25.8829 25.8829 -151.734
4.435e-05 -7792.26 -7472.75 -5620.64 10000 25.7806 25.7806 -159.613
4.436e-05 -7610.25 -7884.15 -5489.36 10000 25.6435 25.6435 -167.314
4.437e-05 -7420.74 -8293.06 -5352.66 10000 25.4711 25.4711 -174.83
4.438e-05 -7223.95 -8698.94 -5210.72 10000 25.2635 25.2635 -182.152
4.439e-05 -7020.1 -9101.21 -5063.68 10000 25.0204 25.0204 -189.274
4.44e-05 -6809.42 -9499.31 -4911.71 10000 24.7418 24.7418 -196.189
4.441e-05 -6592.15 -9892.66 -4754.99 10000 24.4277 24.4277 -202.89
4.442e-05 -6368.53 -10280.7 -4593.69 10000 24.078 24.078 -209.37
4.443e-05 -6138.8 -10662.9 -4427.99 10000 23.693 23.693 -215.624
4.444e-05 -5903.23 -11038.6 -4258.07 10000 23.2725 23.2725 -221.645
4.445e-05 -5662.07 -11407.3 -4084.12 10000 22.817 22.817 -227.427
4.446e-05 -5415.59 -11768.5 -3906.33 10000 22.3265 22.3265 -232.966
4.447e-05 -5164.06 -12121.5 -3724.9 10000 21.8013 21.8013 -238.256
4.448e-05 -4907.77 -12465.8 -3540.03 10000 21.2418 21.2418 -243.292
4.449e-05 -4646.98 -12801 -3351.92 10000 20.6483 20.6483 -248.069
4.45e-05 -4381.98 -13126.3 -3160.78 10000 20.0212 20.0212 -252.584
4.451e-05 -4113.07 -13441.4 -2966.81 10000 19.361 19.361 -256.831
4.452e-05 -3840.54 -13745.6 -2770.22 10000 18.6681 18.6681 -260.808
4.453e-05 -3564.67 -14038.5 -2571.24 10000 17.9432 17.9432 -264.511
4.454e-05 -3285.78 -14319.5 -2370.07 10000 17.1869 17.1869 -267.936
4.455e-05 -3004.16 -14588.2 -2166.93 10000 16.3997 16.3997 -271.081
4.456e-05 -2720.11 -14844.1 -1962.05 10000 15.5824 15.5824 -273.943
4.457e-05 -2433.95 -15086.6 -1755.63 10000 14.7357 14.7357 -276.52
4.458e-05 -2145.97 -15315.4 -1547.91 10000 13.8604 13.8604 -278.81
4.459e-05 -1856.49 -15529.9 -1339.1 10000 12.9573 12.9573 -280.811
4.46e-05 -1565.81 -15729.8 -1129.43 10000 12.0274 12.0274 -282.523
4.461e-05 -1274.24 -15914.6 -919.127 10000 11.0714 11.0714 -283.943
4.462e-05 -982.105 -16083.9 -708.404 10000 10.0904 10.0904 -285.071
4.463e-05 -689.701 -16237.3 -497.489 10000 9.08539 9.08539 -285.907
4.464e-05 -397.34 -16374.4 -286.606 10000 8.05734 8.05734 -286.45
4.465e-05 -105.331 -16495 -75.9764 10000 7.00736 7.00736 -286.701
4.466e-05 186.019 -16598.5 134.177 10000 5.93655 5.93655 -286.661
4.467e-05 476.403 -16684.8 343.635 10000 4.84606 4.84606 -286.33
4.468e-05 765.518 -16753.4 552.177 10000 3.73705 3.73705 -285.709
4.469e-05 1053.06 -16804.2 759.585 10000 2.61076 2.61076 -284.8
4.47e-05 1338.73 -16836.9 965.645 10000 1.46842 1.46842 -283.604
4.471e-05 1622.24 -16851.1 1170.14 10000 0.311296 0.311296 -282.123
4.472e-05 1903.28 -16846.7 1372.86 10000 -0.859295 -0.859295 -280.361
4.473e-05 2181.58 -16823.5 1573.6 10000 -2.04203 -2.04203 -278.318
4.474e-05 2456.83 -16781.3 1772.14 10000 -3.23554 -3.23554 -275.999
4.475e-05 2728.77 -16719.9 1968.29 10000 -4.43846 -4.43846 -273.406
4.476e-05 2997.1 -16639.2 2161.84 10000 -5.64937 -5.64937 -270.543
4.477e-05 3261.57 -16539.1 2352.61 10000 -6.86686 -6.86686 -267.414
4.478e-05 3521.89 -16419.4 2540.38 10000 -8.08947 -8.08947 -264.022
4.479e-05 3777.81 -16280.2 2724.98 10000 -9.31575 -9.31575 -260.372
4.48e-05 4029.07 -16121.3 2906.21 10000 -10.5442 -10.5442 -256.469
4.481e-05 4275.41 -15942.7 3083.9 10000 -11.7734 -11.7734 -252.317
