t 1 2 3 4 jK0100 jL0203 jL1
2.829e-05 3133.41 19495.1 2260.17 10000 64.7765 64.7765 -38.0703
2.83e-05 3217.01 18450 2320.47 10000 65.8542 65.8542 -34.8951
2.831e-05 3298.14 17388.3 2378.99 10000 66.86 66.86 -31.6375
2.832e-05 3376.67 16311.1 2435.63 10000 67.793 67.793 -28.3001
2.833e-05 3452.47 15219.5 2490.31 10000 68.6524 68.6524 -24.8856
2.834e-05 3525.42 14114.8 2542.92 10000 69.4373 69.4373 -21.3966
2.835e-05 3595.38 12998.1 2593.39 10000 70.1471 70.1471 -17.8362
2.836e-05 3662.23 11870.7 2641.61 10000 70.7813 70.7813 -14.2074
2.837e-05 3725.84 10733.8 2687.49 10000 71.3393 71.3393 -10.5134
2.838e-05 3786.11 9588.48 2730.96 10000 71.8207 71.8207 -6.75741
2.839e-05 3842.91 8436.11 2771.94 10000 72.2252 72.2252 -2.9429
2.84e-05 3896.13 7277.89 2810.33 10000 72.5524 72.5524 0.926623
2.841e-05 3945.67 6115.05 2846.06 10000 72.8023 72.8023 4.84752
2.842e-05 3991.41 4948.83 2879.05 10000 72.9748 72.9748 8.81607
2.843e-05 4033.26 3780.48 2909.24 10000 73.0698 73.0698 12.8284
2.844e-05 4071.12 2611.22 2936.55 10000 73.0874 73.0874 16.8806
2.845e-05 4104.89 1442.3 2960.91 10000 73.0278 73.0278 20.9686
2.846e-05 4134.49 274.944 2982.26 10000 72.8913 72.8913 25.0883
2.847e-05 4159.83 -889.613 3000.53 10000 72.6782 72.6782 29.2355
2.848e-05 4180.83 -2050.15 3015.68 10000 72.389 72.389 33.4058
2.849e-05 4197.41 -3205.45 3027.64 10000 72.024 72.024 37.5949
2.85e-05 4209.51 -4354.32 3036.37 10000 71.584 71.584 41.7984
2.851e-05 4217.05 -5495.55 3041.81 10000 71.0695 71.0695 46.0116
2.852e-05 4219.98 -6627.95 3043.92 10000 70.4813 70.4813 50.2302
2.853e-05 4218.24 -7750.36 3042.67 10000 69.8203 69.8203 54.4493
2.854e-05 4211.78 -8861.63 3038.01 10000 69.0873 69.0873 58.6643
2.855e-05 4200.56 -9960.59 3029.91 10000 68.2833 68.2833 62.8705
2.856e-05 4184.53 -11046.1 3018.35 10000 67.4095 67.4095 67.063
2.857e-05 4163.67 -12117.1 3003.3 10000 66.4668 66.4668 71.2371
2.858e-05 4137.93 -13172.5 2984.74 10000 65.4565 65.4565 75.3879
2.859e-05 4107.31 -14211.2 2962.65 10000 64.3799 64.3799 79.5105
2.86e-05 4071.78 -15232.2 2937.02 10000 63.2383 63.2383 83.6001
2.861e-05 4031.33 -16234.3 2907.85 10000 62.0331 62.0331 87.6516
2.862e-05 3985.97 -17216.7 2875.12 10000 60.7659 60.7659 91.6603
2.863e-05 3935.68 -18178.4 2838.85 10000 59.438 59.438 95.6211
2.864e-05 3880.48 -19118.3 2799.03 10000 58.0512 58.0512 99.5292
2.865e-05 3820.37 -20035.5 2755.68 10000 56.6071 56.6071 103.38
2.866e-05 3755.39 -20929.3 2708.81 10000 55.1074 55.1074 107.167
2.867e-05 3685.55 -21798.5 2658.43 10000 53.5539 53.5539 110.888
2.868e-05 3610.89 -22642.6 2604.58 10000 51.9485 51.9485 114.536
2.869e-05 3531.44 -23460.5 2547.27 10000 50.2929 50.2929 118.107
2.87e-05 3447.25 -24251.6 2486.54 10000 48.5892 48.5892 121.597
2.871e-05 3358.37 -25015 2422.43 10000 46.8393 46.8393 124.999
2.872e-05 3264.85 -25750.1 2354.98 10000 45.0453 45.0453 128.311
2.873e-05 3166.76 -26456.1 2284.22 10000 43.2092 43.2092 131.527
2.874e-05 3064.17 -27132.4 2210.22 10000 41.3331 41.3331 134.642
2.875e-05 2957.15 -27778.5 2133.02 10000 39.4191 39.4191 137.653
2.876e-05 2845.77 -28393.6 2052.69 10000 37.4696 37.4696 140.555
2.877e-05 2730.14 -28977.2 1969.28 10000 35.4866 35.4866 143.342
2.878e-05 2610.33 -29528.9 1882.86 10000 33.4724 33.4724 146.013
2.879e-05 2486.45 -30048.1 1793.5 10000 31.4293 31.4293 148.561
2.88e-05 2358.6 -30534.4 1701.29 10000 29.3595 29.3595 150.984
2.881e-05 2226.89 -30987.4 1606.28 10000 27.2655 27.2655 153.276
2.882e-05 2091.44 -31406.7 1508.58 10000 25.1496 25.1496 155.436
2.883e-05 1952.37 -31792 1408.26 10000 23.014 23.014 157.457
2.884e-05 1809.79 -32143 1305.42 10000 20.8612 20.8612 159.339
2.885e-05 1663.85 -32459.5 1200.15 10000 18.6936 18.6936 161.075
2.886e-05 1514.68 -32741.1 1092.55 10000 16.5136 16.5136 162.665
2.887e-05 1362.42 -32987.8 982.726 10000 14.3235 14.3235 164.103
2.888e-05 1207.21 -33199.4 870.774 10000 12.1257 12.1257 165.388
2.889e-05 1049.21 -33375.8 756.807 10000 9.92274 9.92274 166.516
2.89e-05 888.57 -33516.9 640.936 10000 7.71694 7.71694 167.485
2.891e-05 725.452 -33622.8 523.277 10000 5.5107 5.5107 168.292
2.892e-05 560.019 -33693.3 403.948 10000 3.30642 3.30642 168.935
2.893e-05 392.438 -33728.6 283.07 10000 1.10648 1.10648 169.411
2.894e-05 222.88 -33728.7 160.766 10000 -1.08675 -1.08675 169.719
2.895e-05 51.5209 -33693.9 37.1626 10000 -3.27092 -3.27092 169.856
2.896e-05 -121.461 -33624.2 -87.6109 10000 -5.44369 -5.44369 169.821
2.897e-05 -295.882 -33519.8 -213.423 10000 -7.60274 -7.60274 169.612
2.898e-05 -471.56 -33381 -340.141 10000 -9.74578 -9.74578 169.229
2.899e-05 -648.304 -33208.1 -467.629 10000 -11.8705 -11.8705 168.669
2.9e-05 -825.925 -33001.3 -595.75 10000 -13.9748 -13.9748 167.931
2.901e-05 -1004.23 -32761.1 -724.363 10000 -16.0563 -16.0563 167.016
2.902e-05 -1183.02 -32487.7 -853.328 10000 -18.1129 -18.1129 165.923
2.903e-05 -1362.11 -32181.7 -982.503 10000 -20.1424 -20.1424 164.65
2.904e-05 -1541.28 -31843.4 -1111.74 10000 -22.1428 -22.1428 163.199
2.905e-05 -1720.35 -31473.4 -1240.91 10000 -24.112 -24.112 161.568
2.906e-05 -1899.1 -31072.1 -1369.84 10000 -26.0479 -26.0479 159.758
2.907e-05 -2077.34 -30640.1 -1498.41 10000 -27.9486 -27.9486 157.77
2.908e-05 -2254.86 -30178 -1626.45 10000 -29.8121 -29.8121 155.604
2.909e-05 -2431.45 -29686.4 -1753.83 10000 -31.6365 -31.6365 153.261
2.91e-05 -2606.91 -29166 -1880.4 10000 -33.4201 -33.4201 150.741
2.911e-05 -2781.04 -28617.3 -2006 10000 -35.161 -35.161 148.047
2.912e-05 -2953.63 -28041.2 -2130.49 10000 -36.8575 -36.8575 145.18
2.913e-05 -3124.47 -27438.3 -2253.72 10000 -38.5079 -38.5079 142.141
2.914e-05 -3293.36 -26809.3 -2375.54 10000 -40.1106 -40.1106 138.932
2.915e-05 -3460.1 -26155.1 -2495.81 10000 -41.664 -41.664 135.555
2.916e-05 -3624.48 -25476.5 -2614.38 10000 -43.1666 -43.1666 132.013
2.917e-05 -3786.3 -24774.2 -2731.1 10000 -44.6171 -44.6171 128.308
2.918e-05 -3945.36 -24049.1 -2845.83 10000 -46.014 -46.014 124.442
2.919e-05 -4101.46 -23302.2 -2958.43 10000 -47.3559 -47.3559 120.418
2.92e-05 -4254.41 -22534.2 -3068.76 10000 -48.6418 -48.6418 116.24
2.921e-05 -4404.02 -21746.1 -3176.67 10000 -49.8703 -49.8703 111.911
2.922e-05 -4550.09 -20938.8 -3282.03 10000 -51.0405 -51.0405 107.434
2.923e-05 -4692.43 -20113.3 -3384.7 10000 -52.1511 -52.1511 102.813
2.924e-05 -4830.85 -19270.5 -3484.55 10000 -53.2013 -53.2013 98.0513
2.925e-05 -4965.19 -18411.3 -3581.45 10000 -54.1902 -54.1902 93.1533
2.926e-05 -5095.25 -17536.9 -3675.26 10000 -55.117 -55.117 88.1231
2.927e-05 -5220.86 -16648.1 -3765.87 10000 -55.9808 -55.9808 82.965
2.928e-05 -5341.85 -15746 -3853.14 10000 -56.7811 -56.7811 77.6836
2.929e-05 -5458.06 -14831.6 -3936.96 10000 -57.5171 -57.5171 72.2837
2.93e-05 -5569.32 -13906 -4017.21 10000 -58.1884 -58.1884 66.77
2.931e-05 -5675.47 -12970.1 -4093.78 10000 -58.7946 -58.7946 61.1476
2.932e-05 -5776.35 -12025.1 -4166.55 10000 -59.3351 -59.3351 55.4217
2.933e-05 -5871.83 -11071.9 -4235.42 10000 -59.8097 -59.8097 49.5976
2.934e-05 -5961.76 -10111.7 -4300.29 10000 -60.2183 -60.2183 43.6808
2.935e-05 -6046 -9145.46 -4361.05 10000 -60.5605 -60.5605 37.6769
2.936e-05 -6124.42 -8174.28 -4417.61 10000 -60.8364 -60.8364 31.5917
2.937e-05 -6196.89 -7199.23 -4469.88 10000 -61.0459 -61.0459 25.4311
2.938e-05 -6263.29 -6221.35 -4517.78 10000 -61.1891 -61.1891 19.201
2.939e-05 -6323.51 -5241.7 -4561.22 10000 -61.2661 -61.2661 12.9076
2.94e-05 -6377.43 -4261.36 -4600.12 10000 -61.2771 -61.2771 6.55711
2.941e-05 -6424.97 -3281.36 -4634.4 10000 -61.2225 -61.2225 0.155908
2.942e-05 -6466.02 -2302.76 -4664.01 10000 -61.1025 -61.1025 -6.28959
2.943e-05 -6500.5 -1326.6 -4688.88 10000 -60.9176 -60.9176 -12.7728
2.944e-05 -6528.32 -353.911 -4708.95 10000 -60.6684 -60.6684 -19.2873
2.945e-05 -6549.41 614.278 -4724.16 10000 -60.3553 -60.3553 -25.8261
2.946e-05 -6563.7 1576.95 -4734.47 10000 -59.979 -59.979 -32.3827
2.947e-05 -6571.14 2533.1 -4739.84 10000 -59.5402 -59.5402 -38.9501
2.948e-05 -6571.67 3481.74 -4740.22 10000 -59.0397 -59.0397 -45.5215
2.949e-05 -6565.25 4421.89 -4735.59 10000 -58.4783 -58.4783 -52.09
2.95e-05 -6551.84 5352.57 -4725.92 10000 -57.857 -57.857 -58.6485
2.951e-05 -6531.41 6272.84 -4711.18 10000 -57.1767 -57.1767 -65.1901
2.952e-05 -6503.93 7181.76 -4691.36 10000 -56.4384 -56.4384 -71.7078
2.953e-05 -6469.41 8078.41 -4666.46 10000 -55.6432 -55.6432 -78.1945
2.954e-05 -6427.82 8961.9 -4636.46 10000 -54.7923 -54.7923 -84.6431
2.955e-05 -6379.17 9831.33 -4601.37 10000 -53.8869 -53.8869 -91.0466
2.956e-05 -6323.47 10685.9 -4561.19 10000 -52.9282 -52.9282 -97.3979
2.957e-05 -6260.74 11524.6 -4515.94 10000 -51.9176 -51.9176 -103.69
2.958e-05 -6191 12346.8 -4465.64 10000 -50.8565 -50.8565 -109.916
2.959e-05 -6114.29 13151.6 -4410.31 10000 -49.7462 -49.7462 -116.069
2.96e-05 -6030.65 13938.3 -4349.98 10000 -48.5882 -48.5882 -122.141
2.961e-05 -5940.13 14706.1 -4284.68 10000 -47.3841 -47.3841 -128.126
2.962e-05 -5842.79 15454.2 -4214.47 10000 -46.1354 -46.1354 -134.018
2.963e-05 -5738.69 16182.1 -4139.38 10000 -44.8437 -44.8437 -139.809
2.964e-05 -5627.9 16888.9 -4059.47 10000 -43.5106 -43.5106 -145.492
2.965e-05 -5510.51 17574.1 -3974.8 10000 -42.138 -42.138 -151.061
2.966e-05 -5386.61 18237 -3885.43 10000 -40.7274 -40.7274 -156.51
2.967e-05 -5256.3 18877.1 -3791.43 10000 -39.2806 -39.2806 -161.831
2.968e-05 -5119.67 19493.7 -3692.88 10000 -37.7995 -37.7995 -167.019
2.969e-05 -4976.85 20086.4 -3589.86 10000 -36.2858 -36.2858 -172.067
2.97e-05 -4827.95 20654.6 -3482.45 10000 -34.7414 -34.7414 -176.97
2.971e-05 -4673.09 21197.9 -3370.76 10000 -33.1682 -33.1682 -181.72
2.972e-05 -4512.43 21715.8 -3254.86 10000 -31.568 -31.568 -186.313
2.973e-05 -4346.08 22207.9 -3134.88 10000 -29.9429 -29.9429 -190.742
2.974e-05 -4174.21 22673.8 -3010.91 10000 -28.2947 -28.2947 -195.002
2.975e-05 -3996.98 23113.1 -2883.06 10000 -26.6254 -26.6254 -199.088
2.976e-05 -3814.53 23525.6 -2751.47 10000 -24.9369 -24.9369 -202.994
2.977e-05 -3627.05 23911 -2616.23 10000 -23.2313 -23.2313 -206.715
2.978e-05 -3434.71 24268.9 -2477.49 10000 -21.5106 -21.5106 -210.245
2.979e-05 -3237.68 24599.2 -2335.38 10000 -19.7767 -19.7767 -213.582
2.98e-05 -3036.17 24901.7 -2190.02 10000 -18.0316 -18.0316 -216.719
2.981e-05 -2830.36 25176.2 -2041.57 10000 -16.2774 -16.2774 -219.652
2.982e-05 -2620.45 25422.5 -1890.16 10000 -14.516 -14.516 -222.377
2.983e-05 -2406.65 25640.6 -1735.94 10000 -12.7496 -12.7496 -224.891
2.984e-05 -2189.17 25830.5 -1579.07 10000 -10.9799 -10.9799 -227.189
2.985e-05 -1968.22 25992 -1419.7 10000 -9.2092 -9.2092 -229.267
2.986e-05 -1744.03 26125.2 -1257.99 10000 -7.4393 -7.4393 -231.123
2.987e-05 -1516.82 26230.1 -1094.1 10000 -5.67224 -5.67224 -232.754
2.988e-05 -1286.82 26306.7 -928.198 10000 -3.90996 -3.90996 -234.156
2.989e-05 -1054.27 26355.2 -760.454 10000 -2.15442 -2.15442 -235.326
2.99e-05 -819.395 26375.7 -591.039 10000 -0.407537 -0.407537 -236.263
2.991e-05 -582.449 26368.4 -420.127 10000 1.32878 1.32878 -236.964
2.992e-05 -343.673 26333.3 -247.895 10000 3.05264 3.05264 -237.427
2.993e-05 -103.316 26270.8 -74.5229 10000 4.76218 4.76218 -237.651
2.994e-05 138.372 26181 99.8091 10000 6.45558 6.45558 -237.633
2.995e-05 381.136 26064.4 274.917 10000 8.13102 8.13102 -237.373
2.996e-05 624.72 25921 450.617 10000 9.78673 9.78673 -236.87
2.997e-05 868.865 25751.3 626.722 10000 11.421 11.421 -236.124
2.998e-05 1113.31 25555.7 803.045 10000 13.032 13.032 -235.132
2.999e-05 1357.8 25334.5 979.396 10000 14.6182 14.6182 -233.897
3e-05 1602.06 25088.2 1155.59 10000 16.1779 16.1779 -232.417
3.001e-05 1845.84 24817.1 1331.43 10000 17.7095 17.7095 -230.693
3.002e-05 2088.87 24521.7 1506.72 10000 19.2115 19.2115 -228.726
3.003e-05 2330.87 24202.5 1681.29 10000 20.6824 20.6824 -226.516
3.004e-05 2571.6 23860.1 1854.93 10000 22.1206 22.1206 -224.065
3.005e-05 2810.78 23494.9 2027.45 10000 23.5248 23.5248 -221.373
3.006e-05 3048.15 23107.6 2198.67 10000 24.8935 24.8935 -218.444
3.007e-05 3283.45 22698.6 2368.39 10000 26.2256 26.2256 -215.278
3.008e-05 3516.41 22268.7 2536.43 10000 27.5196 27.5196 -211.878
3.009e-05 3746.78 21818.3 2702.59 10000 28.7744 28.7744 -208.247
3.01e-05 3974.29 21348.2 2866.7 10000 29.9888 29.9888 -204.386
3.011e-05 4198.68 20859 3028.56 10000 31.1617 31.1617 -200.3
3.012e-05 4419.71 20351.4 3187.99 10000 32.292 32.292 -195.99
3.013e-05 4637.13 19826 3344.81 10000 33.3788 33.3788 -191.462
3.014e-05 4850.67 19283.6 3498.84 10000 34.421 34.421 -186.718
3.015e-05 5060.1 18724.9 3649.9 10000 35.4177 35.4177 -181.763
3.016e-05 5265.17 18150.6 3797.83 10000 36.3683 36.3683 -176.6
3.017e-05 5465.64 17561.5 3942.43 10000 37.2718 37.2718 -171.235
3.018e-05 5661.29 16958.3 4083.55 10000 38.1275 38.1275 -165.671
3.019e-05 5851.88 16341.8 4221.02 10000 38.9349 38.9349 -159.915
3.02e-05 6037.18 15712.8 4354.68 10000 39.6933 39.6933 -153.97
3.021e-05 6216.97 15072 4484.37 10000 40.4021 40.4021 -147.843
3.022e-05 6391.04 14420.3 4609.93 10000 41.061 41.061 -141.539
3.023e-05 6559.18 13758.5 4731.21 10000 41.6695 41.6695 -135.064
3.024e-05 6721.18 13087.3 4848.06 10000 42.2272 42.2272 -128.424
3.025e-05 6876.85 12407.6 4960.35 10000 42.7339 42.7339 -121.625
3.026e-05 7025.98 11720.2 5067.92 10000 43.1893 43.1893 -114.673
3.027e-05 7168.41 11026 5170.65 10000 43.5933 43.5933 -107.576
3.028e-05 7303.94 10325.7 5268.41 10000 43.9458 43.9458 -100.34
3.029e-05 7432.4 9620.12 5361.07 10000 44.2467 44.2467 -92.9718
3.03e-05 7553.63 8910.18 5448.52 10000 44.4961 44.4961 -85.4787
3.031e-05 7667.47 8196.66 5530.63 10000 44.694 44.694 -77.8682
3.032e-05 7773.77 7480.38 5607.31 10000 44.8406 44.8406 -70.1476
3.033e-05 7872.38 6762.17 5678.44 10000 44.9361 44.9361 -62.3245
3.034e-05 7963.18 6042.83 5743.93 10000 44.9808 44.9808 -54.4067
3.035e-05 8046.03 5323.19 5803.69 10000 44.9749 44.9749 -46.4021
3.036e-05 8120.81 4604.04 5857.63 10000 44.9189 44.9189 -38.3187
3.037e-05 8187.41 3886.18 5905.67 10000 44.8132 44.8132 -30.1646
3.038e-05 8245.74 3170.41 5947.74 10000 44.6582 44.6582 -21.948
3.039e-05 8295.69 2457.51 5983.77 10000 44.4546 44.4546 -13.6773
3.04e-05 8337.18 1748.25 6013.7 10000 44.2029 44.2029 -5.36086
3.041e-05 8370.14 1043.39 6037.48 10000 43.9039 43.9039 2.9928
3.042e-05 8394.5 343.695 6055.05 10000 43.5581 43.5581 11.3751
3.043e-05 8410.2 -350.1 6066.38 10000 43.1663 43.1663 19.7775
3.044e-05 8417.2 -1037.27 6071.42 10000 42.7295 42.7295 28.1912
3.045e-05 8415.45 -1717.09 6070.16 10000 42.2483 42.2483 36.6075
3.046e-05 8404.92 -2388.87 6062.56 10000 41.7238 41.7238 45.0177
3.047e-05 8385.59 -3051.91 6048.63 10000 41.1569 41.1569 53.4129
3.048e-05 8357.46 -3705.55 6028.33 10000 40.5485 40.5485 61.7845
3.049e-05 8320.52 -4349.14 6001.69 10000 39.8998 39.8998 70.1235
3.05e-05 8274.78 -4982.03 5968.7 10000 39.2117 39.2117 78.4211
3.051e-05 8220.26 -5603.61 5929.37 10000 38.4855 38.4855 86.6686
3.052e-05 8156.98 -6213.27 5883.72 10000 37.7222 37.7222 94.8573
3.053e-05 8084.99 -6810.43 5831.79 10000 36.9231 36.9231 102.978
3.054e-05 8004.32 -7394.54 5773.61 10000 36.0895 36.0895 111.023
3.055e-05 7915.03 -7965.03 5709.2 10000 35.2224 35.2224 118.983
3.056e-05 7817.2 -8521.4 5638.64 10000 34.3234 34.3234 126.849
3.057e-05 7710.89 -9063.13 5561.95 10000 33.3936 33.3936 134.613
3.058e-05 7596.19 -9589.76 5479.22 10000 32.4345 32.4345 142.266
3.059e-05 7473.2 -10100.8 5390.5 10000 31.4474 31.4474 149.801
3.06e-05 7342.01 -10595.9 5295.88 10000 30.4337 30.4337 157.209
3.061e-05 7202.75 -11074.5 5195.42 10000 29.3949 29.3949 164.481
3.062e-05 7055.52 -11536.3 5089.23 10000 28.3323 28.3323 171.61
3.063e-05 6900.47 -11980.9 4977.38 10000 27.2476 27.2476 178.588
3.064e-05 6737.72 -12408.1 4860 10000 26.142 26.142 185.407
3.065e-05 6567.44 -12817.3 4737.17 10000 25.0173 25.0173 192.06
3.066e-05 6389.77 -13208.5 4609.02 10000 23.8747 23.8747 198.538
3.067e-05 6204.89 -13581.2 4475.66 10000 22.716 22.716 204.836
3.068e-05 6012.96 -13935.3 4337.22 10000 21.5425 21.5425 210.945
3.069e-05 5814.17 -14270.5 4193.83 10000 20.3559 20.3559 216.858
3.07e-05 5608.71 -14586.6 4045.63 10000 19.1577 19.1577 222.57
3.071e-05 5396.77 -14883.4 3892.75 10000 17.9494 17.9494 228.072
3.072e-05 5178.56 -15160.9 3735.36 10000 16.7326 16.7326 233.36
3.073e-05 4954.3 -15418.8 3573.59 10000 15.5087 15.5087 238.426
3.074e-05 4724.2 -15657.1 3407.62 10000 14.2795 14.2795 243.266
3.075e-05 4488.48 -15875.7 3237.59 10000 13.0463 13.0463 247.872
3.076e-05 4247.39 -16074.6 3063.69 10000 11.8108 11.8108 252.24
3.077e-05 4001.16 -16253.7 2886.08 10000 10.5744 10.5744 256.364
3.078e-05 3750.04 -16413 2704.95 10000 9.33864 9.33864 260.24
3.079e-05 3494.28 -16552.5 2520.47 10000 8.10507 8.10507 263.862
3.08e-05 3234.14 -16672.4 2332.82 10000 6.87513 6.87513 267.226
3.081e-05 2969.88 -16772.6 2142.21 10000 5.6503 5.6503 270.328
3.082e-05 2701.77 -16853.2 1948.82 10000 4.43204 4.43204 273.164
3.083e-05 2430.08 -16914.4 1752.85 10000 3.22176 3.22176 275.73
3.084e-05 2155.1 -16956.4 1554.5 10000 2.0209 2.0209 278.023
3.085e-05 1877.1 -16979.2 1353.97 10000 0.830819 0.830819 280.039
3.086e-05 1596.36 -16983.1 1151.48 10000 -0.3471 -0.3471 281.775
3.087e-05 1313.19 -16968.2 947.219 10000 -1.51153 -1.51153 283.23
3.088e-05 1027.87 -16934.8 741.414 10000 -2.66115 -2.66115 284.401
3.089e-05 740.699 -16883.2 534.274 10000 -3.79469 -3.79469 285.285
3.09e-05 451.976 -16813.5 326.015 10000 -4.91089 -4.91089 285.881
3.091e-05 162.003 -16726.2 116.854 10000 -6.00854 -6.00854 286.188
3.092e-05 -128.917 -16621.4 -92.989 10000 -7.08645 -7.08645 286.205
3.093e-05 -420.477 -16499.6 -303.295 10000 -8.14347 -8.14347 285.93
3.094e-05 -712.371 -16361 -513.841 10000 -9.17848 -9.17848 285.364
3.095e-05 -1004.29 -16206 -724.407 10000 -10.1904 -10.1904 284.505
3.096e-05 -1295.93 -16035.1 -934.768 10000 -11.1782 -11.1782 283.355
3.097e-05 -1586.97 -15848.5 -1144.7 10000 -12.1409 -12.1409 281.914
3.098e-05 -1877.12 -15646.8 -1353.99 10000 -13.0775 -13.0775 280.182
3.099e-05 -2166.05 -15430.3 -1562.4 10000 -13.9871 -13.9871 278.16
3.1e-05 -2453.46 -15199.4 -1769.71 10000 -14.8688 -14.8688 275.85
3.101e-05 -2739.05 -14954.7 -1975.7 10000 -15.7218 -15.7218 273.254
3.102e-05 -3022.5 -14696.6 -2180.16 10000 -16.5454 -16.5454 270.373
3.103e-05 -3303.51 -14425.5 -2382.86 10000 -17.3386 -17.3386 267.21
3.104e-05 -3581.78 -14142 -2583.58 10000 -18.1009 -18.1009 263.768
3.105e-05 -3857.01 -13846.5 -2782.1 10000 -18.8317 -18.8317 260.048
3.106e-05 -4128.9 -13539.6 -2978.22 10000 -19.5302 -19.5302 256.055
3.107e-05 -4397.15 -13221.8 -3171.71 10000 -20.1959 -20.1959 251.792
3.108e-05 -4661.47 -12893.6 -3362.37 10000 -20.8284 -20.8284 247.263
3.109e-05 -4921.58 -12555.6 -3549.99 10000 -21.4272 -21.4272 242.472
3.11e-05 -5177.18 -12208.2 -3734.36 10000 -21.9918 -21.9918 237.422
3.111e-05 -5428.01 -11852.1 -3915.28 10000 -22.5218 -22.5218 232.12
3.112e-05 -5673.78 -11487.8 -4092.56 10000 -23.0171 -23.0171 226.569
3.113e-05 -5914.22 -11115.9 -4265.99 10000 -23.4772 -23.4772 220.775
3.114e-05 -6149.06 -10736.8 -4435.39 10000 -23.902 -23.902 214.743
3.115e-05 -6378.06 -10351.3 -4600.56 10000 -24.2913 -24.2913 208.48
3.116e-05 -6600.94 -9959.78 -4761.33 10000 -24.6449 -24.6449 201.99
3.117e-05 -6817.47 -9562.92 -4917.52 10000 -24.9629 -24.9629 195.281
3.118e-05 -7027.39 -9161.26 -5068.94 10000 -25.2451 -25.2451 188.358
3.119e-05 -7230.49 -8755.36 -5215.43 10000 -25.4916 -25.4916 181.229
3.12e-05 -7426.51 -8345.81 -5356.83 10000 -25.7025 -25.7025 173.901
3.121e-05 -7615.26 -7933.16 -5492.97 10000 -25.8779 -25.8779 166.38
3.122e-05 -7796.5 -7518 -5623.71 10000 -26.0179 -26.0179 158.674
3.123e-05 -7970.04 -7100.87 -5748.88 10000 -26.1228 -26.1228 150.791
3.124e-05 -8135.67 -6682.35 -5868.35 10000 -26.1927 -26.1927 142.738
3.125e-05 -8293.21 -6262.98 -5981.99 10000 -26.2281 -26.2281 134.524
3.126e-05 -8442.47 -5843.32 -6089.65 10000 -26.2292 -26.2292 126.156
3.127e-05 -8583.27 -5423.92 -6191.21 10000 -26.1965 -26.1965 117.643
3.128e-05 -8715.46 -5005.3 -6286.56 10000 -26.1303 -26.1303 108.994
3.129e-05 -8838.88 -4588.01 -6375.59 10000 -26.0312 -26.0312 100.216
3.13e-05 -8953.38 -4172.57 -6458.17 10000 -25.8996 -25.8996 91.3203
3.131e-05 -9058.82 -3759.48 -6534.23 10000 -25.7362 -25.7362 82.3142
3.132e-05 -9155.07 -3349.26 -6603.66 10000 -25.5414 -25.5414 73.2072
3.133e-05 -9242.02 -2942.4 -6666.38 10000 -25.316 -25.316 64.0087
3.134e-05 -9319.56 -2539.39 -6722.31 10000 -25.0606 -25.0606 54.7279
3.135e-05 -9387.59 -2140.69 -6771.37 10000 -24.7759 -24.7759 45.3743
3.136e-05 -9446.01 -1746.78 -6813.51 10000 -24.4627 -24.4627 35.9575
3.137e-05 -9494.75 -1358.11 -6848.67 10000 -24.1217 -24.1217 26.4871
3.138e-05 -9533.75 -975.106 -6876.8 10000 -23.7537 -23.7537 16.9729
3.139e-05 -9562.94 -598.199 -6897.86 10000 -23.3596 -23.3596 7.42453
3.14e-05 -9582.28 -227.801 -6911.81 10000 -22.9402 -22.9402 -2.14808
3.141e-05 -9591.72 135.693 -6918.62 10000 -22.4965 -22.4965 -11.7351
3.142e-05 -9591.25 491.899 -6918.28 10000 -22.0293 -22.0293 -21.3266
3.143e-05 -9580.84 840.45 -6910.77 10000 -21.5396 -21.5396 -30.9126
3.144e-05 -9560.5 1180.99 -6896.1 10000 -21.0283 -21.0283 -40.4833
3.145e-05 -9530.22 1513.19 -6874.26 10000 -20.4965 -20.4965 -50.0286
3.146e-05 -9490.02 1836.72 -6845.26 10000 -19.9451 -19.9451 -59.5388
3.147e-05 -9439.93 2151.29 -6809.13 10000 -19.3753 -19.3753 -69.0037
3.148e-05 -9379.99 2456.59 -6765.89 10000 -18.788 -18.788 -78.4137
3.149e-05 -9310.23 2752.37 -6715.58 10000 -18.1843 -18.1843 -87.7588
3.15e-05 -9230.73 3038.37 -6658.23 10000 -17.5652 -17.5652 -97.0293
3.151e-05 -9141.55 3314.35 -6593.91 10000 -16.932 -16.932 -106.215
3.152e-05 -9042.77 3580.09 -6522.65 10000 -16.2856 -16.2856 -115.308
3.153e-05 -8934.48 3835.39 -6444.54 10000 -15.6273 -15.6273 -124.296
3.154e-05 -8816.78 4080.07 -6359.64 10000 -14.958 -14.958 -133.172
3.155e-05 -8689.77 4313.97 -6268.03 10000 -14.279 -14.279 -141.925
3.156e-05 -8553.59 4536.93 -6169.8 10000 -13.5914 -13.5914 -150.547
3.157e-05 -8408.35 4748.83 -6065.04 10000 -12.8963 -12.8963 -159.028
3.158e-05 -8254.21 4949.56 -5953.85 10000 -12.1948 -12.1948 -167.359
3.159e-05 -8091.3 5139.02 -5836.35 10000 -11.4881 -11.4881 -175.532
3.16e-05 -7919.8 5317.15 -5712.64 10000 -10.7773 -10.7773 -183.537
3.161e-05 -7739.86 5483.87 -5582.85 10000 -10.0636 -10.0636 -191.367
3.162e-05 -7551.67 5639.17 -5447.11 10000 -9.34804 -9.34804 -199.013
